op;codEntrada;codSaida;descricao;cliente;beneficiamento;setor;pesoUnitario;unidade;valorUnitario
2904;PF0P43365-TSU1;SER000281;HLM4,2-1,41X13 LENT TORX COLAR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;1,22;KG;4,89
2908;PF0P43397-TSU1;SER000281;M6.1.0X12 CIL POZ8.8 ZN PR SCOTH;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;3,5;KG;11,85
2917;PF0P43413-TSU1;SER000281;M6-1X14.0 CIL PROJ P SOLD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;5,43;KG;3,87
2921;PF0P43415-TSU1;SER000281;M6-1.0X25(6G) CIL SOLD 88 OL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;7;KG;4,98
2926;PF0P43419-TSU1;SER000281;M6-1,0X21(6G) CIL PROJ P/ SOLD 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;5,95;KG;4,2
2930;PF0P43421-TSU1;SER000281;M6-1,0X16(6G) CIL PROJ P/ SOLD 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;5,6;KG;3,98
2950;PF0P43484-TSU1;SER000281;TTM2,5,045X4,8 PAN TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;0,3;KG;1,09
2954;PF0P43486-TSU1;SER000281;M6-1.0X10(6G) CIL SEXT INT 88 OX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;3,8;KG;1,4
2962;PF0P43510-TSU1;SER000281;ST6,3 -1,81X19 AB SEXT FLANGE;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;6,45;KG;15
2966;PF0P43513-TSU1;SER000281;M5-0.8X12 (6F) 5.8 CIL PROJ SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;3;KG;2,13
2971;PF0P43517-TSU1;SER000281;M6-1,0X28 CIL TORX 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;18,35;KG;59,47
2995;PF0P43608-TSU1;SER000281;M8-1.25X20CIL SX INT 109;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;11,44;KG;3,39
3033;PF0P43638-TSU1;SER000281;M6X1.0X31.5.6 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;11,9;KG;40,88
3043;PF0P43659-TSU1;SER000281;M6-1.0X36 SX FL PIL 88 ZN IRID P6;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;9,1;KG;25,97
3048;PF0P43664-TSU1;SER200051;TTA-40X6.35 PAN TORX PLUS;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;0,6;KG;1,58
3058;PF0P43693-TSU1;SER200011;M7-1,0X18 CIL TORX 10.9;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;8,7;KG;3,21
3061;PF0P43697-TSU1;SER000281;M5-0.8X50 CIL SX INT 109;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;8,35;KG;23,26
3066;PF0P43737-TSU1;SER000281;M5-0,8X20 CIL TORX  88 ZN NIQUEL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE + TORQUE - RA2;ROTATIVO II;6,65;KG;51,8
3075;PF0P43757-TSU1;SER000281;M5 - 0,80 X 20,0 CILIN SX INT 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;3,58;KG;7,24
3078;PF0P43758-TSU1;SER000281;M6-1.0X20 PAN POZ 5.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;6,7;KG;26,21
3084;PF0P43759-TSU1;SER000281;M5-0.8 (6G) X25 PAN POZ 58;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;4,6;KG;10,93
3088;PF0P43760-TSU1;SER000281;ST4.8-1,59X16 LENT POZ COLAR ZN-F;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;3,22;KG;12,84
3093;PF0P43762-TSU1;SER000281;M5.08X21 CIL SX INT 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;3,8;KG;7,66
3097;PF0P43764-TSU1;SER000281;M5-0.8X13 CHATA TORX PLUS 58;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;2,1;KG;7,07
3109;PF0P43812-TSU1;SER000281;M6-1,0(6G)X14 LT TORX 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;5,75;KG;11,54
3115;PF0P43824-TSU1;SER000281;M6-1.0X12 PAN TORX 88 ZNKLAD 250;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;5,2;KG;16,58
3127;PF0P43832-TSU1;SER000281;M6-1.0X25 CL SOLDA PT PILOTO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;7,4;KG;5,26
3130;PF0P43840-TSU1;SER000281;M6-1.0X35 PARAFUSO P/ SOLDA 48;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;COBREAGEM - RM;RM - COBRE;7,3;KG;14,97
3146;PF0P43855-TSU1;SER000281;ST4.5-2.1X15 PAN TORX ZN NI PRETO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE + OLEO - RA2;ROTATIVO II;2,3;KG;14,09
3150;PF0P43864-TSU1;SER000281;M6X1.0 X 20 CIL. SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;6,3;KG;4,48
3159;PF0P43870-TSU1;SER000281;M6-1.0 X 18 CIL SOLD DEC. OL 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;5,6;KG;4,07
3164;PF0P43871-TSU1;SER000281;HLM4,2-1,4X13 LENT POZ;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;1,6;KG;11,67
3168;PF0P43883-TSU1;SER000281;REMFORM 4.175X38 LT TORX 109;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;3,5;KG;25,68
3172;PF0P43900-TSU1;SER000281;RF40-1.75X12 LEN TORX 109 ZINKLAD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;1,4;KG;5,27
3177;PF0P43901-TSU1;SER000281;RF6.0-2.65X14 LEN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;4,3;KG;16,63
3185;PF0P43909-TSU1;SER000281;M6-1.0X25 CHATA TORX ZINKLAD PRET;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;5,25;KG;41,43
3187;PF0P43910-TSU1;SER000281;M5-0,8X16 BOTÃO TORX 88 ZN FERRO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;5,6;KG;18,97
3195;PF0P43918-TSU1;SER000281;M6.1X16.0 PAN TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;5,7;KG;34,05
3201;PF0P43920-TSU1;SER000281;STA4,2-1,4X16 LT TORX ZI NI PRETO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;2,3;KG;16,87
3204;PF0P43922-TSU1;SER000281;REMFORM5.025X16 LT TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;7,95;KG;64,14
3209;PF0P43925-TSU1;SER000281;REMFORM 4.0-1.75X13 LT TORX ZN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;1,8;KG;14,21
3213;PF0P43927-TSU1;SER000281;DELTA PT30-1.12X10 LT TORX ZN NI;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;1,4;KG;10
3227;PF0P43939-TSU1;SER000281;EJOT PTK50X2.24X16 LT TORX  ZINKL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;3,6;KG;29,34
3237;PF0P43942-TSU1;SER000281;ST6-2.69X19,5 PAN TORX ARR ZNNI P;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;8,85;KG;62,82
3245;PF0P43947-TSU1;SER000281;M6.10X19 SX CH;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;6;KG;19,15
3250;PF0P43950-TSU1;SER000281;M6-1.00X18.5 (6G) OVAL TORX IN.TR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;4,4;KG;30,81
3254;PF0P43953-TSU1;SER000281;ST4,2-1,4X13R LT TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;1,9;KG;7,18
3262;PF0P43974-TSU1;SER000281;RF4.0-1.75X20 LT TORX ZINKLAD 100;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;2,6;KG;19,07
3266;PF0P43977-TSU1;SER000281;M6-1.00X18.0 SX FLANGE 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;8,4;KG;17,01
3271;PF0P43984-TSU1;SER000281;ST48.16X19 C PAN PHS;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;3,2;KG;7,06
3276;PF0P43991-TSU1;SER000281;M6 1 .0X25 SX FL PT PIL 8.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;7,7;KG;22,97
3280;PF0P43993-TSU1;SER000281;M6-1.0X13.0SX FL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;4,85;KG;1,93
3296;PF0P44635-TSU1;SER000281;M6.1X30SX FL AB 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;7;KG;21,57
3298;PF0P44636-TSU1;SER000281;M6.1.0X35 SX FL AB 8.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;8,45;KG;26,47
3313;PF0P44944-TSU1;SER000281;M5-0,8X15 CHATA TORX88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;2,5;KG;12,59
3318;PF0P46964-TSU1;SER000281; ST4.2-1.4X19.0 LENT TORX COLAR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;2,5;KG;13,09
3322;PF0P46965-TSU1;SER000281;M6.10X18 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;5,9;KG;4,2
3332;PF0P47011-TSU1;SER000281;ST6.3X18X25R LT TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;8,2;KG;54,48
3336;PF0P47014-TSU1;SER000281;M6-1,0X20 SX FL PT PIL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;7,35;KG;47,79
3339;PF0P47015-TSU1;SER000281;M5-0,8X14 SOLDA R50 SD STAB;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;4,3;KG;8,92
3343;PF0P47016-TSU1;SER000281;M6-1,0X10;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;5,9;KG;19,81
3348;PF0P47017-TSU1;SER000281;M6-1.0X15 CL SD 8.8 ZINCO TRID TR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;5,4;KG;10,93
3357;PF0P47024-TSU1;SER000281;ST4.2-1.4X22C SX END ARR ZN NI;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;4,3;KG;34,01
3381;PF0P47030-TSU1;SER000281;RF5.0-2.25X16 LENT TORX COLAR 109;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;3;KG;22,01
3385;PF0P47031-TSU1;SER000281;PT5.0-1.80X12 LENT TORX COLAR 109;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;2,7;KG;19,8
3389;PF0P47032-TSU1;SER000281;ST4.2.1.4X25 PAN TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + DSH + SELANTE - RA2;ROTATIVO II;2,9;KG;17,22
3398;PF0P47034-TSU1;SER000281;M6.10X14 LT TORX 88 ARR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;5,6;KG;22,33
3404;PF0P47036-TSU1;SER000281;ST4.2.14X19 R POINT SX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;4,3;KG;31,54
3426;PF0P47044-TSU1;SER000281;M6-1.0X14 SEXT COLAR TRV 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;6;KG;10,82
3435;PF0P47047-TSU1;SER000281;M5-0.8X10 CIL SX INT 8.8 ZN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;3,1;KG;6,29
3440;PF0P47048-TSU1;SER000281;ST4.2.1.4X16 LENT TORX COL R POIN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;3,5;KG;25,68
3445;PF0P47049-TSU1;SER000281;M6.1,0X25 CIL SX INT 8.8 2 ARR LS;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;2;KG;3,61
3450;PF0P47052-TSU1;SER000281;EJOT PT 40X1.79X16 LENT TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;1,6;KG;6,29
3453;PF0P47067-TSU1;SER000281;M6-1.0X12.0 SX ARR PTA 88 ZINKLAD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;7,4;KG;24,9
3461;PF0P47077-TSU1;SER200053;M6-1.0X12.0 LT TORX ARR 88 ZN NIQ;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;6,4;KG;55,13
3463;PF0P47078-TSU1;SER200051;M4.07X10.5 SX AB;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;6;KG;16,93
3478;PF0P47086-TSU1;SER000281;M6-1.00X30.0 CILIN P/ SOLDA 6.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;5,5;KG;29,75
3497;PF0P47099-TSU1;SER000281;M6-1.00X6.0 LENT SX INT 88 ZN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;4,7;KG;13,07
3506;PF0P47101-TSU1;SER200012;M6-1,00X43,0 (6G) CIL PROJ SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;15,5;KG;11,12
3510;PF0P47102-TSU1;SER000281;DELTA PT4-1.46X14 LENT TORX ZN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;1,65;KG;9,45
3513;PF0P47103-TSU1;SER000281;M5-0,8X16(6G)PAN TORX ARR 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;6,2;KG;41,18
3521;PF0P47111-TSU1;SER000281;M6-1.00X22.0 CIL RECART SEXT INT;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;7;KG;18,3
3526;PF0P47112-TSU1;SER000281;ST4.8-1.59X16.0 LENT TORX COLAR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;2,76;KG;15,24
3531;PF0P47113-TSU1;SER000281;M6-1.00X23,5 SX FLANGE 88 ZN NI;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;8,95;KG;62,4
3535;PF0P47114-TSU1;SER000281;5-1.6X14.2 CAB CILINDRICA SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + TORQUE - RA1;ROTATIVO I;1,6;KG;3,3
3541;PF0P47115-TSU1;SER000281;M6-1.0X14.0 CHATA TORX INT 88 ZN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;3,7;KG;19,37
3547;PF0P47125-TSU1;SER000281;M5-0.80X13.5 (6G) CIL TORX INT 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;5,6;KG;42,8
3587;PF0P60354-TSU1;SER000281;M12.1,50.6GX35 SX DRI;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;43,2;KG;37,12
3597;PF0P60395-TSU1;SER000281;M8-1,25X18 6G 8.8 PARAFUSO SEXTAV;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + TORQUE - RA1;ROTATIVO I;11,5;KG;14,96
3605;PF0P60412-TSU1;SER000281;M8-1,25-6GX16SX8.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;10,9;KG;15,11
3635;PF0P60525-TSU1;SER000281;M8-1,25X22 SX 8.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;12,5;KG;33,57
3674;PF0P60850-TSU1;SER000281;M8-1,25X25 SX 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;13,7;KG;36,82
3692;PF0P61259-TSU1;SER000281;M8-1.25X30(6G)SX 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;14,9;KG;40,02
3708;PF0P61501-TSU1;SER000281;7/16-20UNF-2AX25 CIL PROJ.SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;34,4;KG;19,86
3727;PF0P61731-TSU1;SER000281;M6-1X16LT TORX PIL ZN NI;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;7,88;KG;36,13
3745;PF0P62214-TSU1;SER000281;5.8 .11 UNX2SX GR8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;111,15;KG;94,49
3754;PF0P62216-TSU1;SER000281;5.8.11 UNC 2AX3+11.4 SX GR.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;148,8;KG;147,13
3775;PF0P62859-TSU1;SER000281;M8-1.25X28 SX FLG PT PILOT 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;18,4;KG;25,51
3798;PF0P62956-TSU1;SER000281;M10-1,50-6GX35 SX 10.9 FOSF;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;29,54;KG;25,34
3808;PF0P63030-TSU1;SER000281;M10-1,25-6GX27 CH SX INT 8.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;26,6;KG;53,85
3822;PF0P63071-TSU1;SER000281;M6-1.0(6G)X22 CIL TORX 88 ZN-NI P;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;8,15;KG;45,01
3875;PF0P63316-TSU1;SER000281;M12-1,25(6G)X122 SX PT;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;114;KG;158,06
3928;PF0P63565-TSU1;SER000281;M8 - 1,25 (6G) X 25 SX FL 8.8 ZNF;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;15,2;KG;47,37
3947;PF0P63730-TSU1;SER000281;M10.1.5X20 SX FL TURFLOK;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;22,5;KG;19,33
3980;PF0P64142-TSU1;SER000281;M8-1.25 (6G)X28 CIL FL BHX INT 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + TORQUE - RA1;ROTATIVO I;20,8;KG;34,97
3995;PF0P64261-TSU1;SER000281;M6-1.0X18 BIHEX FL PTA 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE + TORQUE - RA2;ROTATIVO II;8;KG;36,82
4001;PF0P64270-TSU1;SER000281;M6.1.0X23 CIL SEX INT 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;7,9;KG;21,23
4006;PF0P64275-TSU1;SER000281;M8-1.25X28;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;18;KG;34,1
4016;PF0P64278-TSU1;SER000281;M8-1.25(6G)X45 SX FLG PIL 88 ZN I;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;23,4;KG;45,16
4020;PF0P64279-TSU1;SER000281;M8-1.25(6G)X48 SX FL PIL 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;24,14;KG;45,87
4038;PF0P64361-TSU1;SER000281;M12-1,75(6G)X55 SX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;63,8;KG;165,26
4043;PF0P64363-TSU1;SER000281;M12.1.25X30 SX FL PIL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;44,1;KG;84,97
4048;PF0P64431-TSU1;SER200030;M8.1.25.6GX60 SX FL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;26,6;KG;126,08
4052;PF0P64522-TSU1;SER000281;M8-1.25X20(6G) SX FL ZINKILAD 25;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;12,1;KG;38,61
